year,state,crop,land_area,yield
2016,Bayelsa,cassava,120.07,4.01
2016,Benue,cassava,313.53,3.54
2016,Borno,cassava,312.14,11.22
2016,Cross River,cassava,379.66,5.09
2016,Delta,cassava,208.37,7.98
2016,Ebonyi,cassava,230.35,5.51
2016,Edo,cassava,263.9,5.02
2016,Ekiti,cassava,224.45,7.5
2016,Enugu,cassava,217.4,9.41
2016,Fct,cassava,413.49,4.03
2016,Gombe,cassava,115.18,5.86
2016,Imo,cassava,306.13,10.64
2016,Jigawa,cassava,124.41,3.01
2016,Kaduna,cassava,189.19,10.85
2016,Kano,cassava,115.1,3.71
2016,Katsina,cassava,102.31,3.09
2016,Kebbi,cassava,133.75,4.72
2016,Kogi,cassava,350.54,9.77
2016,Kwara,cassava,412.2,3.43
2016,Lagos,cassava,252.81,6.18
2016,Nasarawa,cassava,265.07,6.13
2016,Niger,cassava,341.26,3.84
2016,Ogun,cassava,190.3,9.95
2016,Ondo,cassava,204.35,10.65
2016,Osun,cassava,175.35,9.79
2016,Oyo,cassava,180.41,9.63
2016,Plateau,cassava,353.64,2.77
2016,Rivers,cassava,517.25,5.33
2016,Sokoto,cassava,92.64,2.42
2016,Taraba,cassava,167.91,7.91
2016,Yobe,cassava,116.6,4.11
2016,Zamfara,cassava,141.2,1.78
2016,Abia,cocoyam,,
2016,Adamawa,cocoyam,,
2016,Akwa-Ibom,cocoyam,5.29,7.48
2016,Anambra,cocoyam,,
2016,Bauchi,cocoyam,,
2016,Bayelsa,cocoyam,76.24,2.58
2016,Benue,cocoyam,,
2016,Borno,cocoyam,,
2016,Cross River,cocoyam,,
2016,Delta,cocoyam,,
2016,Ebonyi,cocoyam,,
2016,Edo,cocoyam,,
2016,Ekiti,cocoyam,24.41,
2016,Enugu,cocoyam,11.65,5.96
2016,Fct,cocoyam,25.58,6.91
2016,Gombe,cocoyam,13.29,4.94
2016,Imo,cocoyam,23.54,10.69
2016,Jigawa,cocoyam,33.39,4.51
2016,Kaduna,cocoyam,17.83,11.35
2016,Kano,cocoyam,26.93,4.61
2016,Katsina,cocoyam,26.22,11.57
2016,Kebbi,cocoyam,48.95,2.6
2016,Kogi,cocoyam,41.14,11.99
2016,Kwara,cocoyam,33.88,14.7
2016,Lagos,cocoyam,28.84,11.15
2016,Nasarawa,cocoyam,28.37,4.78
2016,Niger,cocoyam,41.59,10.65
2016,Ogun,cocoyam,62.02,11.32
2016,Ondo,cocoyam,73.34,3.55
2016,Osun,cocoyam,38.28,7.47
2016,Oyo,cocoyam,64.52,5.92
2016,Plateau,cocoyam,35.12,11.59
2016,Rivers,cocoyam,44.03,9.16
2016,Sokoto,cocoyam,32.12,12
2016,Taraba,cocoyam,34.03,5.56
2016,Yobe,cocoyam,31.27,9.58
2016,Zamfara,cocoyam,26.86,8.85
2016,Abia,ginger,,
2016,Adamawa,ginger,,
2016,Akwa-Ibom,ginger,,
2016,Anambra,ginger,,
2016,Bauchi,ginger,2.23,10.31
2016,Bayelsa,ginger,,
2016,Benue,ginger,12.53,7.78
2016,Borno,ginger,,
2016,Cross River,ginger,,
2016,Delta,ginger,,
2016,Ebonyi,ginger,,
2016,Edo,ginger,,
2016,Ekiti,ginger,,
2016,Enugu,ginger,,
2016,Fct,ginger,,
2016,Gombe,ginger,,
2016,Imo,ginger,,
2016,Jigawa,ginger,,
2016,Kaduna,ginger,43.1,10.88
2016,Kano,ginger,,
2016,Katsina,ginger,,
2016,Kebbi,ginger,,
2016,Kogi,ginger,,
2016,Kwara,ginger,,
2016,Lagos,ginger,7.26,4.98
2016,Nasarawa,ginger,11.33,8.23
2016,Niger,ginger,,
2016,Ogun,ginger,,
2016,Ondo,ginger,,
2016,Osun,ginger,,
2016,Oyo,ginger,,
2016,Plateau,ginger,8.9,6.29
2016,Rivers,ginger,,
2016,Sokoto,ginger,,
2016,Taraba,ginger,,
2016,Yobe,ginger,,
2016,Zamfara,ginger,,
2016,Abia,groundnut,9.32,1.06
2016,Adamawa,groundnut,102.24,1.22
2016,Akwa-Ibom,groundnut,11.88,1.3
2016,Anambra,groundnut,,
2016,Bauchi,groundnut,394.08,1.25
2016,Bayelsa,groundnut,,
2016,Benue,groundnut,188.14,1.38
2016,Borno,groundnut,153.23,1.2
2016,Cross River,groundnut,13.33,1.32
2016,Delta,groundnut,,
2016,Ebonyi,groundnut,4.65,1.09
2016,Edo,groundnut,5.87,1
2016,Ekiti,groundnut,52.28,1.28
2016,Enugu,groundnut,5.16,1.23
2016,Fct,groundnut,174.22,1.4
2016,Gombe,groundnut,108,1.17
2016,Imo,groundnut,5.93,1.21
2016,Jigawa,groundnut,120.52,1
2016,Kaduna,groundnut,194.33,1.44
2016,Kano,groundnut,207.72,1.45
2016,Katsina,groundnut,108.69,0.99
2016,Kebbi,groundnut,146.26,1.2
2016,Kogi,groundnut,120.46,1.32
2016,Kwara,groundnut,166.61,1.38
2016,Lagos,groundnut,3.34,1.2
2016,Nasarawa,groundnut,136.71,1.38
2016,Niger,groundnut,170.18,1.4
2016,Ogun,groundnut,15.44,1.19
2016,Ondo,groundnut,32.4,1.42
2016,Osun,groundnut,32.55,1.17
2016,Oyo,groundnut,40.94,1.12
2016,Plateau,groundnut,138.38,1.43
2016,Rivers,groundnut,,
2016,Sokoto,groundnut,191.99,1.15
2016,Taraba,groundnut,201.92,1.1
2016,Yobe,groundnut,65.14,1.11
2016,Zamfara,groundnut,136.8,0.94
2016,Abia,cowpea,47.16,0.9
2016,Adamawa,cowpea,191.18,0.95
2016,Akwa-Ibom,cowpea,42.3,0.78
2016,Anambra,cowpea,88.66,0.77
2016,Bauchi,cowpea,180.16,0.93
2016,Bayelsa,cowpea,29.74,0.75
2016,Benue,cowpea,129.37,0.86
2016,Borno,cowpea,139.77,0.84
2016,Cross River,cowpea,28.3,0.83
2016,Delta,cowpea,57.4,0.89
2016,Ebonyi,cowpea,76.58,0.6
2016,Edo,cowpea,4.9,0.77
2016,Ekiti,cowpea,157.07,0.57
2016,Enugu,cowpea,89.84,0.73
2016,Fct,cowpea,132.76,0.9
2016,Gombe,cowpea,279.87,0.92
2016,Imo,cowpea,82.55,0.89
2016,Jigawa,cowpea,128.16,0.8
2016,Kaduna,cowpea,165.4,0.83
2016,Kano,cowpea,191.85,0.81
2016,Katsina,cowpea,119.52,0.9
2016,Kebbi,cowpea,99.55,0.85
2016,Kogi,cowpea,345.11,0.45
2016,Kwara,cowpea,200.93,0.94
2016,Lagos,cowpea,119.97,0.63
2016,Nasarawa,cowpea,76.47,0.87
2016,Niger,cowpea,93.55,0.88
2016,Ogun,cowpea,64.72,0.35
2016,Ondo,cowpea,149.87,0.74
2016,Osun,cowpea,199.63,0.65
2016,Oyo,cowpea,122.43,0.79
2016,Plateau,cowpea,170.47,0.53
2016,Rivers,cowpea,83.35,0.53
2016,Sokoto,cowpea,146.19,0.85
2016,Taraba,cowpea,238.69,0.94
2016,Yobe,cowpea,192.62,0.84
2016,Zamfara,cowpea,148.47,0.75
2016,Abia,cotton,,
2016,Adamawa,cotton,22.44,0.42
2016,Akwa-Ibom,cotton,,
2016,Anambra,cotton,,
2016,Bauchi,cotton,96.9,0.27
2016,Bayelsa,cotton,,
2016,Benue,cotton,,
2016,Borno,cotton,42.23,0.33
2016,Cross River,cotton,,
2016,Delta,cotton,,
2016,Ebonyi,cotton,,
2016,Edo,cotton,,
2016,Ekiti,cotton,,
2016,Enugu,cotton,,
2016,Fct,cotton,28.1,0.27
2016,Gombe,cotton,33.78,0.32
2016,Imo,cotton,,
2016,Jigawa,cotton,35.69,0.32
2016,Kaduna,cotton,8.8,0.37
2016,Kano,cotton,43.72,0.58
2016,Katsina,cotton,59.98,0.44
2016,Kebbi,cotton,39.46,0.19
2016,Kogi,cotton,,
2016,Kwara,cotton,,
2016,Lagos,cotton,,
2016,Nasarawa,cotton,,
2016,Niger,cotton,,
2016,Ogun,cotton,,
2016,Ondo,cotton,,
2016,Osun,cotton,,
2016,Oyo,cotton,,
2016,Plateau,cotton,9.62,0.6
2016,Rivers,cotton,,
2016,Sokoto,cotton,38.23,0.36
2016,Taraba,cotton,21.61,0.33
2016,Yobe,cotton,31.34,0.35
2016,Zamfara,cotton,37.48,0.72
2016,Abia,soybean,,
2016,Adamawa,soybean,48.51,0.89
2016,Akwa-Ibom,soybean,,
2016,Anambra,soybean,,
2016,Bauchi,soybean,34.03,0.66
2016,Bayelsa,soybean,,
2016,Benue,soybean,80.21,2.52
2016,Borno,soybean,,
2016,Cross River,soybean,,
2016,Delta,soybean,,
2016,Ebonyi,soybean,,
2016,Edo,soybean,,
2016,Ekiti,soybean,24.28,0.36
2016,Enugu,soybean,,
2016,Fct,soybean,57.67,0.55
2016,Gombe,soybean,58.98,0.86
2016,Imo,soybean,,
2016,Jigawa,soybean,42.73,0.81
2016,Kaduna,soybean,92.23,0.93
2016,Kano,soybean,70.14,0.96
2016,Katsina,soybean,38.88,0.73
2016,Kebbi,soybean,43.08,0.72
2016,Kogi,soybean,54.05,0.56
2016,Kwara,soybean,49.7,0.89
2016,Lagos,soybean,6,0.14
2016,Nasarawa,soybean,36.55,0.76
2016,Niger,soybean,47.32,0.66
2016,Ogun,soybean,23.93,0.72
2016,Ondo,soybean,27.64,1.1
2016,Osun,soybean,33.33,0.55
2016,Oyo,soybean,34.01,0.6
2016,Plateau,soybean,43.57,0.47
2016,Rivers,soybean,,
2016,Sokoto,soybean,27.59,0.54
2016,Taraba,soybean,54.02,0.95
2016,Yobe,soybean,,
2016,Zamfara,soybean,42.12,0.54
2016,Abia,benniseed,,
2016,Adamawa,benniseed,17.99,0.59
2016,Akwa-Ibom,benniseed,,
2016,Anambra,benniseed,15.77,0.95
2016,Bauchi,benniseed,18.29,0.49
2016,Bayelsa,benniseed,,
2016,Benue,benniseed,84.26,0.73
2016,Borno,benniseed,14.74,0.4
2016,Cross River,benniseed,,
2016,Delta,benniseed,,
2016,Ebonyi,benniseed,21.19,0.42
2016,Edo,benniseed,,
2016,Ekiti,benniseed,12.32,0.21
2016,Enugu,benniseed,18.74,0.38
2016,Fct,benniseed,63.88,0.76
2016,Gombe,benniseed,22.72,0.31
2016,Imo,benniseed,,
2016,Jigawa,benniseed,18.83,0.41
2016,Kaduna,benniseed,35.23,0.93
2016,Kano,benniseed,46.38,0.59
2016,Katsina,benniseed,42.8,0.31
2016,Kebbi,benniseed,21.4,0.5
2016,Kogi,benniseed,82.45,0.69
2016,Kwara,benniseed,20.66,0.84
2016,Lagos,benniseed,4.58,0.6
2016,Nasarawa,benniseed,85.88,0.82
2016,Niger,benniseed,36.19,0.44
2016,Ogun,benniseed,9.8,0.23
2016,Ondo,benniseed,9.43,0.55
2016,Osun,benniseed,10,0.6
2016,Oyo,benniseed,27.81,0.76
2016,Plateau,benniseed,58.67,0.87
2016,Rivers,benniseed,,
2016,Sokoto,benniseed,16.32,0.75
2016,Taraba,benniseed,53.67,0.73
2016,Yobe,benniseed,20.93,0.14
2016,Zamfara,benniseed,37.53,0.62
2016,Abia,tomatoe,6.48,1.67
2016,Adamawa,tomatoe,30.91,2.95
2016,Akwa-Ibom,tomatoe,,
2016,Anambra,tomatoe,6.44,1.93
2016,Bauchi,tomatoe,32.22,5.33
2016,Bayelsa,tomatoe,,
2016,Benue,tomatoe,14.22,4.93
2016,Borno,tomatoe,29.62,6.75
2016,Cross River,tomatoe,4.05,
2016,Delta,tomatoe,7.81,3.27
2016,Ebonyi,tomatoe,25.78,1.91
2016,Edo,tomatoe,11.44,1.83
2016,Ekiti,tomatoe,4.47,5.03
2016,Enugu,tomatoe,10.36,1.36
2016,Fct,tomatoe,17.08,3.17
2016,Gombe,tomatoe,30.57,5.78
2016,Imo,tomatoe,2.96,3.85
2016,Jigawa,tomatoe,27.54,2.5
2016,Kaduna,tomatoe,30.36,5.42
2016,Kano,tomatoe,40.74,3.36
2016,Katsina,tomatoe,29.96,3.28
2016,Kebbi,tomatoe,52.51,2.68
2016,Kogi,tomatoe,15.35,4.78
2016,Kwara,tomatoe,18.68,2.52
2016,Lagos,tomatoe,2.91,9.39
2016,Nasarawa,tomatoe,27.53,3.44
2016,Niger,tomatoe,14,8.34
2016,Ogun,tomatoe,13.11,6.51
2016,Ondo,tomatoe,8.58,4.06
2016,Osun,tomatoe,4.77,6.66
2016,Oyo,tomatoe,8.44,4.03
2016,Plateau,tomatoe,12.68,3.96
2016,Rivers,tomatoe,,
2016,Sokoto,tomatoe,16.54,9.32
2016,Taraba,tomatoe,32.67,3.37
2016,Yobe,tomatoe,17.88,5.51
2016,Zamfara,tomatoe,26.02,5.16
2016,Abia,okro,14,1.4
2016,Adamawa,okro,24.3,0.6
2016,Akwa-Ibom,okro,127.1,0.7
2016,Anambra,okro,20.4,0.9
2016,Bauchi,okro,14.2,1.4
2016,Bayelsa,okro,101.4,0.6
2016,Benue,okro,33.2,1.6
2016,Borno,okro,27.2,0.9
2016,Cross River,okro,106.6,0.9
2016,Delta,okro,53.1,1.7
2016,Ebonyi,okro,11.5,1.5
2016,Edo,okro,57.9,1.5
2016,Ekiti,okro,19.5,0.7
2016,Enugu,okro,18,1
2016,Fct,okro,46.3,0.8
2016,Gombe,okro,27.7,0.8
2016,Imo,okro,52.9,0.5
2016,Jigawa,okro,14.5,1.1
2016,Kaduna,okro,11.7,3.6
2016,Kano,okro,46.1,0.4
2016,Katsina,okro,12.7,1.2
2016,Kebbi,okro,31,1.3
2016,Kogi,okro,33,2.3
2016,Kwara,okro,9.1,7.1
2016,Lagos,okro,11.5,4.7
2016,Nasarawa,okro,18.9,1.4
2016,Niger,okro,16.4,0.7
2016,Ogun,okro,15,1.9
2016,Ondo,okro,33.4,0.3
2016,Osun,okro,34.6,0.5
2016,Oyo,okro,10.1,3.7
2016,Plateau,okro,25.4,2
2016,Rivers,okro,186.6,0.6
2016,Sokoto,okro,14.4,1.9
2016,Taraba,okro,17.4,2.2
2016,Yobe,okro,24.4,0.8
2016,Zamfara,okro,17,2.1
2017,Abia,sorghum,,
2017,Adamawa,sorghum,247.33,1.2
2017,Akwa-Ibom,sorghum,,
2017,Anambra,sorghum,,
2017,Bauchi,sorghum,366.77,1.05
2017,Bayelsa,sorghum,,
2017,Benue,sorghum,126.4,1.3
2017,Borno,sorghum,334.54,0.98
2017,Cross River,sorghum,,
2017,Delta,sorghum,,
2017,Ebonyi,sorghum,,
2017,Edo,sorghum,,
2017,Ekiti,sorghum,,
2017,Enugu,sorghum,12.12,1.11
2017,Fct,sorghum,102.46,1.25
2017,Gombe,sorghum,325.91,0.97
2017,Imo,sorghum,,
2017,Jigawa,sorghum,291.72,1.21
2017,Kaduna,sorghum,408.51,1.03
2017,Kano,sorghum,576.51,1.36
2017,Katsina,sorghum,313.46,1.19
2017,Kebbi,sorghum,325.87,1.22
2017,Kogi,sorghum,95.89,1.32
2017,Kwara,sorghum,90.25,1.49
2017,Lagos,sorghum,,
2017,Nasarawa,sorghum,128.63,1.24
2017,Niger,sorghum,382.38,1.39
2017,Ogun,sorghum,13.05,1.09
2017,Ondo,sorghum,10.26,1.22
2017,Osun,sorghum,,
2017,Oyo,sorghum,48.71,1.19
2017,Plateau,sorghum,196.04,1.5
2017,Rivers,sorghum,,
2017,Sokoto,sorghum,273.9,1.12
2017,Taraba,sorghum,307.85,1.06
2017,Yobe,sorghum,251.6,1.06
2017,Zamfara,sorghum,435.67,1.31
2017,Abia,maize,75.46,1.86
2017,Adamawa,maize,260.21,1.94
2017,Akwa-Ibom,maize,66.11,1.57
2017,Anambra,maize,50.16,1.76
2017,Bauchi,maize,278.79,1.85
2017,Bayelsa,maize,45.45,1.74
2017,Benue,maize,136.94,2.5
2017,Borno,maize,367.75,1.67
2017,Cross River,maize,56.19,1.82
2017,Delta,maize,96.09,1.85
2017,Ebonyi,maize,67.25,1.93
2017,Edo,maize,90.12,1.68
2017,Ekiti,maize,150.53,1.79
2017,Enugu,maize,86.21,1.82
2017,Fct,maize,196.47,2.28
2017,Gombe,maize,313.04,1.9
2017,Imo,maize,63.95,1.71
2017,Jigawa,maize,177.92,1.82
2017,Kaduna,maize,356.61,2.55
2017,Kano,maize,134.51,2.42
2017,Katsina,maize,175.44,1.92
2017,Kebbi,maize,172.41,1.95
2017,Kogi,maize,164.13,2.41
2017,Kwara,maize,151.53,2.05
2017,Lagos,maize,140.22,1.72
2017,Nasarawa,maize,115.66,2.51
2017,Niger,maize,272.45,2.49
2017,Ogun,maize,137.39,2.05
2017,Ondo,maize,135.57,1.99
2017,Osun,maize,176.1,1.97
2017,Oyo,maize,134.63,2
2017,Plateau,maize,258.32,2.48
2017,Rivers,maize,51.83,2.12
2017,Sokoto,maize,89.55,1.64
2017,Taraba,maize,259.19,2.08
2017,Yobe,maize,202.54,1.86
2017,Zamfara,maize,254.21,1.76
2017,Abia,rice,31.89,1.58
2017,Adamawa,rice,156.83,1.78
2017,Akwa-Ibom,rice,10.21,1.88
2017,Anambra,rice,45.38,2
2017,Bauchi,rice,122.08,1.77
2017,Bayelsa,rice,44.48,2.1
2017,Benue,rice,227.73,2.14
2017,Borno,rice,113.03,1.61
2017,Cross River,rice,60.16,1.93
2017,Delta,rice,24.38,1.81
2017,Ebonyi,rice,49.8,2.2
2017,Edo,rice,61.32,2.04
2017,Ekiti,rice,72.87,1.85
2017,Enugu,rice,39.64,2.14
2017,Fct,rice,195.86,2.08
2017,Gombe,rice,102.26,1.7
2017,Imo,rice,30.8,2.05
2017,Jigawa,rice,99.66,2.13
2017,Kaduna,rice,157.59,2.15
2017,Kano,rice,186.84,2.24
2017,Katsina,rice,107.68,1.86
2017,Kebbi,rice,216.86,1.9
2017,Kogi,rice,235.52,2.18
2017,Kwara,rice,187.28,2.18
2017,Lagos,rice,36.18,1.76
2017,Nasarawa,rice,188.07,2.18
2017,Niger,rice,229.08,2.38
2017,Ogun,rice,44.71,1.54
2017,Ondo,rice,58.18,2.02
2017,Osun,rice,41.94,2.21
2017,Oyo,rice,54.52,1.83
2017,Plateau,rice,129.39,1.9
2017,Rivers,rice,37.52,1.77
2017,Sokoto,rice,84.36,1.92
2017,Taraba,rice,173.82,2.11
2017,Yobe,rice,102.58,1.56
2017,Zamfara,rice,138.41,1.81
2017,Abia,millet,,
2017,Adamawa,millet,133.87,0.85
2017,Akwa-Ibom,millet,,
2017,Anambra,millet,,
2017,Bauchi,millet,82.39,0.87
2017,Bayelsa,millet,,
2017,Benue,millet,83.46,0.76
2017,Borno,millet,95.66,0.78
2017,Cross River,millet,,
2017,Delta,millet,,
2017,Ebonyi,millet,,
2017,Edo,millet,,
2017,Ekiti,millet,,
2017,Enugu,millet,,
2017,Fct,millet,58.76,0.91
2017,Gombe,millet,111.12,0.95
2017,Imo,millet,,
2017,Jigawa,millet,91.74,0.78
2017,Kaduna,millet,61.76,0.76
2017,Kano,millet,68.2,0.85
2017,Katsina,millet,139.88,0.89
2017,Kebbi,millet,79.9,0.93
2017,Kogi,millet,47.8,0.88
2017,Kwara,millet,27.79,0.92
2017,Lagos,millet,,
2017,Nasarawa,millet,31.63,0.81
2017,Niger,millet,94.92,0.89
2017,Ogun,millet,,
2017,Ondo,millet,,
2017,Osun,millet,,
2017,Oyo,millet,,
2017,Plateau,millet,76.96,0.88
2017,Rivers,millet,,
2017,Sokoto,millet,146.41,0.8
2017,Taraba,millet,104.29,0.9
2017,Yobe,millet,179.66,0.83
2017,Zamfara,millet,83.87,0.78
2017,Abia,yam,214.06,7.77
2017,Adamawa,yam,202.06,8.09
2017,Akwa-Ibom,yam,286.83,6.05
2017,Anambra,yam,158.3,5.54
2017,Bauchi,yam,,
2017,Bayelsa,yam,269.91,4.41
2017,Benue,yam,231.65,12.5
2017,Borno,yam,,
2017,Cross River,yam,328.63,8.61
2017,Delta,yam,160.49,7.63
2017,Ebonyi,yam,219.74,8.31
2017,Edo,yam,293.7,6.58
2017,Ekiti,yam,193.72,7.21
2017,Enugu,yam,224.5,11.86
2017,Fct,yam,371.61,9.9
2017,Gombe,yam,,
2017,Imo,yam,238.54,7.18
2017,Jigawa,yam,,
2017,Kaduna,yam,195.87,12.68
2017,Kano,yam,,
2017,Katsina,yam,,
2017,Kebbi,yam,141.65,6.33
2017,Kogi,yam,188.87,8.98
2017,Kwara,yam,240.53,9.06
2017,Lagos,yam,193.47,4.61
2017,Nasarawa,yam,222.67,14.58
2017,Niger,yam,244.32,12.74
2017,Ogun,yam,148.88,6.74
2017,Ondo,yam,185.23,8.38
2017,Osun,yam,195.36,9.27
2017,Oyo,yam,245.19,5.3
2017,Plateau,yam,133.12,12.97
2017,Rivers,yam,398.03,2.79
2017,Sokoto,yam,,
2017,Taraba,yam,319.19,11.94
2017,Yobe,yam,,
2017,Zamfara,yam,,
2017,Abia,cassava,,
2017,Adamawa,cassava,246.9,5.7
2017,Akwa-Ibom,cassava,139.07,3.34
2017,Anambra,cassava,290.46,6.04
2017,Bauchi,cassava,228.38,8.45
2017,Bayelsa,cassava,126.08,3.84
2017,Benue,cassava,331.59,3.52
2017,Borno,cassava,339.86,10.73
2017,Cross River,cassava,397.19,5.08
2017,Delta,cassava,236.05,7.58
2017,Ebonyi,cassava,238,5.68
2017,Edo,cassava,325.26,4.46
2017,Ekiti,cassava,233.55,7.38
2017,Enugu,cassava,221.23,9.43
2017,Fct,cassava,449.27,3.94
2017,Gombe,cassava,123.25,5.67
2017,Imo,cassava,322.5,10.41
2017,Jigawa,cassava,130.39,2.96
2017,Kaduna,cassava,195.18,11.49
2017,Kano,cassava,125.35,3.55
2017,Katsina,cassava,112.27,3.04
2017,Kebbi,cassava,139.83,4.64
2017,Kogi,cassava,381.66,9.45
2017,Kwara,cassava,441.64,3.32
2017,Lagos,cassava,261.21,6.11
2017,Nasarawa,cassava,289.51,5.95
2017,Niger,cassava,355.61,3.9
2017,Ogun,cassava,192.14,10.05
2017,Ondo,cassava,224.31,10.26
2017,Osun,cassava,187.03,9.65
2017,Oyo,cassava,187,9.5
2017,Plateau,cassava,381.2,2.76
2017,Rivers,cassava,520.71,5.57
2017,Sokoto,cassava,96.75,2.37
2017,Taraba,cassava,184.35,7.48
2017,Yobe,cassava,121.56,4.01
2017,Zamfara,cassava,152.74,1.75
2017,Abia,cocoyam,,
2017,Adamawa,cocoyam,,
2017,Akwa-Ibom,cocoyam,5.41,7.46
2017,Anambra,cocoyam,,
2017,Bauchi,cocoyam,-4.72,
2017,Bayelsa,cocoyam,95.48,2.14
2017,Benue,cocoyam,,
2017,Borno,cocoyam,,
2017,Cross River,cocoyam,,
2017,Delta,cocoyam,,
2017,Ebonyi,cocoyam,,
2017,Edo,cocoyam,,
2017,Ekiti,cocoyam,23.86,
2017,Enugu,cocoyam,12.2,5.8
2017,Fct,cocoyam,26.89,6.78
2017,Gombe,cocoyam,13.72,4.85
2017,Imo,cocoyam,24.91,10.51
2017,Jigawa,cocoyam,34.35,4.51
2017,Kaduna,cocoyam,19.55,10.71
2017,Kano,cocoyam,28.43,4.48
2017,Katsina,cocoyam,26.98,12.2
2017,Kebbi,cocoyam,50.14,2.61
2017,Kogi,cocoyam,44.3,11.32
2017,Kwara,cocoyam,34.23,16.07
2017,Lagos,cocoyam,29.37,11.58
2017,Nasarawa,cocoyam,29.86,4.66
2017,Niger,cocoyam,47.47,9.93
2017,Ogun,cocoyam,80.24,9.55
2017,Ondo,cocoyam,98.72,2.75
2017,Osun,cocoyam,40.81,7.47
